Lot.Area,Lot.Shape,Total.Bsmt.SF,Gr.Liv.Area,has.Fireplace,SalePrice,Bldg.Type.simple,Year.Built,Full.Bath,Bedroom.AbvGr,Garage.Area,has.Pool
"[  7440, 11560)",Reg,"[ 990,6110]",1276,0,60000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1639,1,154400,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",672,0,113000,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1089,1,125000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",845,0,84000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1049,0,139500,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1716,1,131000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1258,0,105000,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1510,1,108000,1Fam,"[1872,1973)",1,4,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1061,0,162000,1Fam,"[1973,2010]",1,1,"[   0, 480)",0
"[ 11560,215245]",IR1,"[   0, 990)",1338,1,156500,1Fam,"[1973,2010]",1,2,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2132,1,316600,1Fam,"[1973,2010]",1,1,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2196,1,271900,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1775,1,213000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1879,1,239900,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",2020,1,239500,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[   0, 990)",2016,1,131000,1Fam,"[1872,1973)",1,4,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",1535,0,118964,2Fam,"[1973,2010]",2,4,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1224,1,153337,2Fam,"[1973,2010]",0,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",2228,0,147983,2Fam,"[1973,2010]",2,6,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",1535,0,118858,2Fam,"[1973,2010]",2,4,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1535,0,118858,2Fam,"[1973,2010]",2,4,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",2240,0,142953,2Fam,"[1973,2010]",2,6,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1229,1,148325,2Fam,"[1973,2010]",0,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",1513,0,113722,2Fam,"[1973,2010]",2,4,"[   0, 480)",0
"[ 11560,215245]",Reg,"[ 990,6110]",2787,1,269500,2Fam,"[1973,2010]",4,6,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",2787,1,269500,2Fam,"[1973,2010]",4,6,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",2787,1,269500,2Fam,"[1973,2010]",4,6,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1680,1,323262,1Fam,"[1973,2010]",1,1,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1718,1,297000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1630,1,295493,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1720,1,332000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1468,1,239900,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1768,0,212000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1838,1,272500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1800,0,239000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1604,1,220000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1290,1,200000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1254,0,221800,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1232,0,194500,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1498,1,237000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[   0, 990)",1422,1,173000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[ 990,6110]",1644,1,275000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1759,1,233500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR2,"[ 990,6110]",2126,0,185000,1Fam,"[1872,1973)",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR2,"[ 990,6110]",1040,0,152000,1Fam,"[1973,2010]",1,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",990,0,143000,1Fam,"[1973,2010]",1,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[   0, 990)",1764,0,231500,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR2,"[   0, 990)",1661,1,212000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR2,"[ 990,6110]",1463,0,207000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1097,0,145000,1Fam,"[1973,2010]",1,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",990,0,138000,1Fam,"[1973,2010]",1,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1779,0,197900,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1501,0,204000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1431,0,192000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1772,1,200000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1660,0,195000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1573,0,227000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[   0, 990)",1840,0,230000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR2,"[ 990,6110]",1430,0,187100,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1444,0,203000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1492,1,201000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1040,0,124000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[   0, 990)",907,0,140000,1Fam,"[1973,2010]",1,3,"[   0, 480)",0
"[  1300,  7440)",IR1,"[   0, 990)",914,0,134900,1Fam,"[1973,2010]",1,2,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1040,0,150500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[   0, 990)",864,0,136500,1Fam,"[1973,2010]",1,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1268,0,143500,1Fam,"[1973,2010]",1,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[   0, 990)",864,1,133500,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",894,0,123000,1Fam,"[1872,1973)",1,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",768,0,133900,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",768,0,133000,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[ 11560,215245]",Reg,"[ 990,6110]",1611,0,250000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2184,1,254750,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1788,1,236500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1872,1,261500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",2153,1,313000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1725,0,198500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1870,0,211000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1513,1,220000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1504,1,203000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[ 990,6110]",1828,1,279500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1417,1,210000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",2034,0,219500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1716,1,191000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1212,0,178000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1630,1,213000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",848,0,144000,Twnhs,"[1973,2010]",1,1,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",848,0,140000,Twnhs,"[1973,2010]",1,1,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1602,1,293200,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1728,0,190000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1500,0,190000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1476,0,173500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1396,1,170000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1126,0,108000,1Fam,"[1872,1973)",2,2,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1486,0,167000,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",816,1,100000,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1922,1,198500,1Fam,"[1973,2010]",3,4,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1426,0,159500,1Fam,"[1973,2010]",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1149,0,127000,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1125,1,125000,1Fam,"[1973,2010]",1,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[ 990,6110]",1698,1,320000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",1072,0,145500,Twnhs,"[1973,2010]",1,2,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",698,0,118000,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",876,0,85000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[ 990,6110]",1368,0,120000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1529,0,98000,1Fam,"[1872,1973)",2,4,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",864,0,99900,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",944,0,82000,1Fam,"[1872,1973)",1,2,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1678,0,119900,2Fam,"[1872,1973)",2,6,"[   0, 480)",0
"[ 11560,215245]",Reg,"[ 990,6110]",1560,1,103500,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",960,0,112000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[   0, 990)",1196,0,110000,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1298,1,122000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1604,0,117000,1Fam,"[1872,1973)",2,3,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",1268,1,160000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  1300,  7440)",IR2,"[   0, 990)",1520,0,159434,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",438,0,60000,1Fam,"[1872,1973)",1,1,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1489,1,139500,1Fam,"[1872,1973)",2,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[   0, 990)",3082,1,197000,1Fam,"[1872,1973)",2,5,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",1242,1,105000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1981,1,135000,1Fam,"[1872,1973)",2,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1232,1,147500,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1608,1,137450,1Fam,"[1872,1973)",2,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1135,0,155000,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1913,1,177000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1477,1,145000,1Fam,"[1872,1973)",2,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1228,1,137000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",2080,1,234000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[   0, 990)",1567,1,205000,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1494,1,177500,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1308,1,160000,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[ 11560,215245]",IR1,"[ 990,6110]",1273,0,155000,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[ 11560,215245]",IR1,"[   0, 990)",964,0,163500,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1343,1,154900,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",2480,1,205000,2Fam,"[1872,1973)",2,5,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1112,1,144800,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[ 11560,215245]",Reg,"[   0, 990)",1564,1,174500,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[ 990,6110]",1561,1,193000,1Fam,"[1872,1973)",2,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[ 990,6110]",1523,1,158000,1Fam,"[1872,1973)",2,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[ 990,6110]",1152,1,158500,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[ 990,6110]",1906,1,224000,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",1032,1,115000,Twnhs,"[1973,2010]",1,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1229,1,137000,Twnhs,"[1973,2010]",1,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1229,1,121000,Twnhs,"[1973,2010]",1,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1229,1,124000,Twnhs,"[1973,2010]",1,2,"[   0, 480)",0
"[ 11560,215245]",IR1,"[   0, 990)",1982,1,208000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2365,1,315000,1Fam,"[1872,1973)",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[   0, 990)",1680,1,222000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1344,0,147000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",2168,0,123000,1Fam,"[1872,1973)",2,5,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",1192,0,78000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1526,0,85000,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",572,0,75000,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  1300,  7440)",IR1,"[ 990,6110]",1648,1,230000,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[   0, 990)",810,0,57625,1Fam,"[1872,1973)",1,1,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",2052,1,251000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2149,1,239686,1Fam,"[1973,2010]",1,1,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1710,1,240000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[   0, 990)",1961,1,215000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",926,1,156450,1Fam,"[1973,2010]",1,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1287,1,173000,1Fam,"[1973,2010]",1,2,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1734,0,126000,2Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1217,0,173000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1595,0,152000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[   0, 990)",1344,1,137500,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[ 11560,215245]",IR3,"[ 990,6110]",2036,1,375000,1Fam,"[1872,1973)",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1620,1,315500,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[   0, 990)",1692,0,224500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2036,1,410000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1641,0,316500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1466,0,201000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1412,1,175000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",2237,1,204000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[ 990,6110]",1479,1,213500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[ 990,6110]",1296,0,220000,1Fam,"[1973,2010]",2,2,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",2014,0,170000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1838,1,315000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1978,1,425000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1008,0,139500,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[   0, 990)",1771,1,115000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1204,0,162000,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1224,0,165000,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",988,0,91000,Twnhs,"[1973,2010]",1,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",874,0,130000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",630,0,86000,Twnhs,"[1872,1973)",1,1,"[   0, 480)",0
"[ 11560,215245]",IR1,"[ 990,6110]",1404,1,160000,1Fam,"[1872,1973)",2,3,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",630,0,80000,Twnhs,"[1872,1973)",1,1,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1344,1,97000,Twnhs,"[1872,1973)",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1092,0,88000,Twnhs,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",796,0,131900,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1091,0,131250,1Fam,"[1973,2010]",1,2,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1110,1,165500,1Fam,"[1973,2010]",1,1,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",833,0,112000,1Fam,"[1973,2010]",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",883,1,149000,1Fam,"[1973,2010]",1,2,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[   0, 990)",1362,0,143000,1Fam,"[1973,2010]",1,1,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1287,0,130000,1Fam,"[1973,2010]",1,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1567,1,196000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1632,1,173000,1Fam,"[1872,1973)",1,4,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1414,1,176500,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2117,1,237500,1Fam,"[1872,1973)",2,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",2112,1,206900,1Fam,"[1872,1973)",2,4,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1604,1,187500,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1470,1,165000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1604,0,195500,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1638,1,192000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",IR2,"[   0, 990)",1636,1,173000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[ 990,6110]",1384,0,177900,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",IR2,"[   0, 990)",1446,1,175000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1593,1,286000,Twnhs,"[1973,2010]",1,0,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[ 990,6110]",1682,1,247900,1Fam,"[1973,2010]",1,1,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[ 990,6110]",1337,1,180000,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  1300,  7440)",IR1,"[ 990,6110]",1280,0,180000,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1604,1,181000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1633,1,183000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1658,1,188000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1895,1,194500,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[   0, 990)",1709,0,185000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  1300,  7440)",IR1,"[ 990,6110]",1228,1,189000,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  1300,  7440)",IR1,"[ 990,6110]",1337,1,188500,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[ 11560,215245]",IR1,"[ 990,6110]",2500,1,355000,1Fam,"[1973,2010]",3,5,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",2504,1,325000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1884,1,387000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1474,1,115000,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
